NMF,TotalAddLines,TotalDeleteLines,LC,FileAdd,FileDelete,NAD,NDVE,NUC,AGE,NMS,NMD,Entropy ,MLMF,EXP,REXP,CommitComplexity,LastCommitComplexity,CFC,CommitTokenCount,LastCommitTokenCount,NCC,CommitMethodNum,LastCommitMethodNum,NFC,NIR,a2a,Tag
37,310,139,171,0,0,0,4,13,121,2,12,4.587111697,4976,287,17,430,396,34,28764,28160,604,241,207,34,1,97.46223565,Arch
730,18725,49522,30797,97,300,397,0,23,2,4,139,8.934434455,80564,0,0,5288,8745,3457,242157,409780,167623,2633,4256,1623,0,64.33368682,Arch
266,78807,0,78807,266,0,266,1,1,0,1,19,7.357542888,0,313,49,8871,0,8871,288059,0,288059,3200,0,3200,1,78.72016252,Arch
37,0,0,0,0,0,0,1,1,0,1,2,0.0,7724,314,50,1235,1235,0,41099,41099,0,576,576,0,1,95.70338059,Arch
225,1360,1292,68,0,0,0,1,2,0,1,20,6.909960084,71628,315,50,8196,8189,7,257773,257499,274,3072,3064,8,2,97.89055973,Arch
52,148,4046,3898,0,5,5,2,5,0,1,5,2.839223981,22639,319,16,1834,2057,223,59318,78027,18709,757,845,88,1,97.99239222,Arch
17,487,308,179,5,0,5,2,15,0,2,6,3.164458913,1560,327,21,170,161,9,8998,8987,11,73,71,2,0,97.39168877,Arch
692,81487,83647,2160,290,288,578,2,37,0,5,72,8.494343908,99525,316,0,11094,20630,9536,390479,686509,296030,4215,7758,3543,1,75.21035599,Arch
6,244,140,104,2,4,6,2,2,8,2,3,2.135353605,140,363,22,23,0,23,930,140,790,3,0,3,1,97.70672547,Arch
60,1843,12384,10541,4,30,34,1,2,0,2,16,4.771820873,20396,10,1,1258,2365,1107,39381,66114,26733,419,874,455,1,95.45869466,Arch
95,343,542,199,1,0,1,3,32,124,4,37,6.26437223,15132,381,9,1513,1541,28,88182,88771,589,647,675,28,0,96.83683684,Arch
18,504,666,162,1,4,5,4,17,82,2,4,3.470052175,2226,48,0,185,182,3,13198,14502,1304,99,101,2,1,96.12891276,Arch
158,647,1071,424,0,7,7,3,50,24,5,71,6.563677728,47875,388,14,5712,5717,5,223881,224611,730,1981,1981,0,1,95.50411326,Arch
71,801,682,119,2,4,6,3,37,21,4,21,5.090078189,24013,16,12,3210,3199,11,104352,103343,1009,1295,1287,8,8,95.75205895,Arch
18,1110,371,739,6,1,7,3,15,29,3,9,3.534807479,1662,21,4,205,157,48,12783,9027,3756,73,59,14,1,96.21527018,Arch
83,18796,14,18782,82,0,82,4,4,0,2,20,5.344588387,259,11,0,2090,22,2068,78799,429,78370,806,12,794,1,95.8289446,Arch
61,0,11531,11531,0,61,61,1,9,45,2,11,4.624776457,11531,13,2,0,1415,1415,0,45625,45625,0,498,498,1,95.40059347,Arch
1062,30136,115970,85834,72,437,509,0,47,7,7,197,9.184625451,164777,0,0,8269,18909,10640,382577,800760,418183,3950,8038,4088,0,68.57353302,Arch
20,802,316,486,8,0,8,2,25,25,1,5,3.775469266,1321,484,6,179,149,30,8715,6633,2082,103,76,27,0,97.58986079,Arch
27,686,1147,461,0,4,4,1,50,46,3,16,3.734552696,6602,69,7,549,552,3,39990,42286,2296,197,202,5,1,97.07959534,Arch
94,763,1055,292,1,0,1,3,52,106,4,52,5.883660972,18294,493,9,1571,1653,82,108893,110342,1449,677,693,16,1,95.78926753,Arch
369,9153,12584,3431,23,67,90,4,56,10,6,125,7.555566818,59512,0,0,5999,6270,271,296324,313167,16843,2613,2815,202,0,89.57079824,Arch
370,12529,9325,3204,64,24,88,4,59,6,7,126,7.559825716,56287,74,9,6221,6039,182,311115,298136,12979,2782,2641,141,0,89.57079824,Arch
64,0,18443,18443,0,64,64,2,8,227,2,21,5.188541187,18443,51,0,0,2090,2090,0,78812,78812,0,785,785,0,95.63845583,Arch
1,0,152,152,0,1,1,2,15,0,1,1,0.0,152,513,2,0,16,16,0,1020,1020,0,9,9,0,97.01519868,Arch
11,315,332,17,0,0,0,6,41,37,2,5,2.934074252,2022,85,2,148,150,2,12223,12253,30,64,64,0,1,97.04267753,Arch
10,270,295,25,0,0,0,7,58,79,2,4,2.936175918,2044,86,2,169,171,2,11737,11664,73,53,53,0,1,97.21877768,Arch
36,166,3629,3463,2,19,21,3,43,119,2,13,4.423673058,5649,534,9,174,460,286,11200,26833,15633,78,227,149,0,93.99529752,Arch
6,97,47,50,1,0,1,1,43,11,1,4,1.817123282,810,90,6,84,80,4,6022,5847,175,47,43,4,1,96.70170352,Arch
58,2710,2090,620,26,25,51,1,16,33,1,11,5.355023857,2677,542,8,239,239,0,15060,13098,1962,141,143,2,1,95.74028898,Arch
2,18,5,13,0,0,0,3,16,243,1,2,0.666578358,216,342,0,19,18,1,1056,899,157,9,9,0,1,97.49359678,Arch
21,1293,481,812,4,3,7,1,36,44,1,9,3.149195648,2169,547,5,230,183,47,15913,11326,4587,100,78,22,1,97.13990351,Arch
14,335,761,426,3,8,11,6,19,0,1,4,3.673729294,1145,97,6,65,134,69,4232,7684,3452,31,64,33,0,94.60573141,Arch
21,1577,1234,343,1,0,1,2,62,49,3,20,3.648872696,6037,100,9,519,507,12,41123,41168,45,200,190,10,1,95.5268216,Arch
23,1427,618,809,0,0,0,2,64,15,3,15,3.483323526,5482,104,9,462,417,45,36365,32667,3698,209,187,22,1,97.02680747,Arch
44,5089,336,4753,42,0,42,1,5,0,3,9,4.937803861,859,10,5,523,107,416,26555,4068,22487,226,20,206,1,94.49898129,Arch
44,336,5089,4753,0,42,42,1,6,0,3,9,4.937803861,5612,11,6,107,523,416,4068,26555,22487,20,226,206,0,94.49898129,Arch
84,456,662,206,0,0,0,5,43,166,2,39,5.5919806,12947,559,6,1155,1171,16,71252,72428,1176,427,423,4,0,97.83399757,Arch
2,210,0,210,2,0,2,1,1,0,1,1,0.822404226,0,24,11,13,0,13,566,0,566,6,0,6,1,97.7443609,Arch
29,2819,0,2819,29,0,29,1,3,48,2,6,4.516142734,0,25,12,245,0,245,12705,0,12705,143,0,143,1,96.54403567,Arch
11,314,320,6,3,3,6,2,41,24,1,7,3.193079834,1623,2,2,113,118,5,9165,9191,26,42,46,4,1,96.7922417,Arch
79,458,11658,11200,0,39,39,4,47,176,4,27,5.178576396,24447,572,3,1627,2821,1194,59912,100316,40404,526,939,413,0,94.08159974,Arch
222,2780,2245,535,2,0,2,5,57,298,4,68,6.823665687,28621,573,4,2273,2376,103,189448,188349,1099,1219,1237,18,0,91.55979203,Arch
4,274,86,188,1,0,1,3,22,12,2,3,1.687846952,795,116,3,66,55,11,6768,5233,1535,36,32,4,1,97.45036979,Arch
8,875,263,612,2,0,2,2,24,0,1,4,2.267849971,1377,122,8,172,125,47,14136,9667,4469,74,51,23,1,97.28232647,Arch
46,223,215,8,0,1,1,5,47,92,5,34,4.958553254,7578,596,16,780,778,2,44714,44741,27,342,340,2,0,97.35309688,Arch
2,24,15,9,0,0,0,2,15,17,2,2,0.477071306,221,597,17,24,24,0,1581,1631,50,7,7,0,0,97.76556127,Arch
6,12,12,0,0,0,0,2,16,0,2,5,2.522055209,1481,598,18,199,199,0,12032,12031,1,98,98,0,0,97.76556127,Arch
30,221,180,41,0,0,0,5,61,49,4,19,4.139796404,6438,600,20,607,610,3,33746,33919,173,270,271,1,0,97.76556127,Arch
16,691,222,469,4,0,4,2,75,12,2,10,2.856939335,3702,130,13,330,299,31,23181,21459,1722,127,104,23,1,97.69003932,Arch
27,2973,23,2950,24,0,24,1,18,4,1,7,4.518902502,828,136,19,264,90,174,19274,4203,15071,132,51,81,1,96.87086093,Arch
41,90,93,3,0,0,0,3,27,18,2,12,5.063304568,5553,104,1,422,422,0,30432,30669,237,161,161,0,1,96.84443042,Arch
1142,165913,0,165913,1142,0,1142,1,1,0,1,243,9.622161264,0,66,11,16547,0,16547,807604,0,807604,7641,0,7641,0,63.85696041,Arch
1142,0,165913,165913,2,1140,1142,0,0,0,1,243,9.622161264,165913,69,14,0,16547,16547,0,807604,807604,0,7641,7641,0,63.85696041,Arch
1142,165913,0,165913,1142,0,1142,1,1,0,1,243,9.622161264,0,66,11,16547,0,16547,807604,0,807604,7641,0,7641,0,63.85696041,Arch
1142,0,165913,165913,2,1140,1142,0,0,0,1,243,9.622161264,165913,83,28,0,16547,16547,0,807604,807604,0,7641,7641,0,63.85696041,Arch
2,207,0,207,2,0,2,1,1,0,1,2,0.781281209,0,623,3,25,0,25,807,0,807,22,0,22,0,90.99610642,Arch
4,17,2,15,0,0,0,1,12,343,1,4,1.739954647,552,626,4,115,113,2,2407,2338,69,40,38,2,0,97.94889623,Arch
17,35,34,1,0,0,0,2,32,173,3,11,3.856581298,4429,628,1,603,603,0,23293,23335,42,240,240,0,0,95.22761889,Arch
11,919,260,659,9,1,10,1,18,83,2,4,3.309396917,334,18,1,82,35,47,5898,1765,4133,47,20,27,1,96.66112957,Arch
119,444,10161,9717,0,37,37,4,25,339,4,36,5.353039043,32521,633,1,2652,3826,1174,108525,147998,39473,982,1362,380,1,91.5029548,Arch
3,60,31,29,0,0,0,7,61,170,1,2,1.340170503,819,635,3,89,89,0,5861,5658,203,25,25,0,1,97.0793374,Arch
26,252,203,49,0,0,0,5,62,234,4,23,3.652254124,7442,660,7,964,952,12,38674,38341,333,415,411,4,0,95.62596383,Arch
21,943,54,889,9,0,9,1,76,327,2,9,3.513346771,3177,668,5,508,410,98,19181,14758,4423,233,179,54,0,90.53091615,Arch
13,509,108,401,5,0,5,1,2,12,1,2,3.251532048,704,673,4,127,69,58,5506,2901,2605,67,38,29,0,88.91797557,Arch
14,338,18,320,0,0,0,5,66,463,1,5,2.813669399,2706,675,6,309,275,34,16996,14610,2386,194,173,21,1,96.77338355,Arch
6,126,34,92,1,0,1,1,49,401,1,4,2.134722119,1006,29,1,52,48,4,6080,5532,548,17,14,3,1,95.99303136,Arch
6,393,133,260,4,0,4,2,8,45,1,2,2.445036186,346,32,0,45,27,18,3578,2102,1476,28,14,14,1,92.29673929,Arch
9,1415,0,1415,9,0,9,1,1,0,1,2,2.981217797,0,30,2,157,0,157,8571,0,8571,87,0,87,1,90.91334165,Arch
8,17,278,261,0,3,3,1,31,429,1,4,2.505118558,1134,680,7,90,121,31,5001,5881,880,33,55,22,1,96.18837612,Arch
182,3072,3334,262,14,3,17,4,82,244,3,94,6.734134078,34341,682,9,3060,3133,73,197574,201287,3713,1255,1242,13,1,96.04485528,Arch
5,194,18,176,0,0,0,2,19,167,1,2,1.788551895,1007,684,11,114,100,14,6980,6047,933,70,60,10,1,97.89212647,Arch
13,230,89,141,0,0,0,5,34,266,3,9,3.138458863,4664,49,0,644,617,27,24468,23476,992,185,174,11,1,96.87346538,Arch
57,458,1970,1512,1,8,9,2,68,224,4,24,4.837100238,15239,692,12,1657,1768,111,82034,93443,11409,926,1003,77,1,95.85222502,Arch
7,731,13,718,6,0,6,1,3,7,1,2,2.419020016,79,33,2,89,8,81,4142,399,3743,46,2,44,1,92.63157895,Arch
101,1107,2366,1259,4,14,18,1,48,190,4,49,6.010813251,16363,697,16,1750,1937,187,82518,86536,4018,744,882,138,1,90.86120996,Arch
51,352,319,33,1,0,1,5,49,199,5,36,5.082420236,10124,699,18,1122,1129,7,57393,57939,546,436,437,1,0,91.73010897,Arch
24,578,147,431,5,0,5,3,51,233,3,7,3.474834769,2600,158,3,328,287,41,15362,13559,1803,197,178,19,1,91.24877089,Arch
16,278,152,126,1,0,1,2,41,45,2,5,2.995558566,1887,160,5,226,210,16,8506,7836,670,154,146,8,1,94.78226756,Arch
16,19,1175,1156,0,8,8,3,71,60,3,5,3.465284957,3470,716,18,157,283,126,15610,21638,6028,82,183,101,1,93.45485862,Arch
14,817,242,575,2,0,2,6,40,71,3,10,3.402732591,2458,53,2,303,200,103,18820,15058,3762,149,105,44,1,92.39609782,Arch
8,389,97,292,1,0,1,4,37,231,2,3,1.971413112,1258,54,3,167,127,40,9674,7675,1999,63,49,14,2,93.40715941,Arch
6,308,111,197,0,0,0,2,13,58,2,3,2.487539831,971,162,0,102,82,20,7649,6260,1389,61,47,14,1,97.33740725,Arch
1221,169400,0,169400,1221,0,1221,1,1,0,1,262,9.750825165,0,727,7,16471,0,16471,838298,0,838298,7792,0,7792,0,63.35751295,Arch
1221,0,169400,169400,1,1220,1221,0,0,0,1,262,9.750825165,169400,731,11,0,16471,16471,0,838298,838298,0,7792,7792,0,63.35751295,Arch
1221,169400,0,169400,1221,0,1221,1,1,0,1,262,9.750825165,0,727,7,16471,0,16471,838298,0,838298,7792,0,7792,0,63.35751295,Arch
1222,14,169408,169394,1,1220,1221,3,3,0,2,263,9.751422829,169458,736,15,5,16476,16471,327,838597,838270,2,7794,7792,0,63.35751295,Arch
84,1,2,1,0,0,0,1,1,0,1,31,0.0,13684,751,19,1175,1175,0,77302,77323,21,530,530,0,1,89.50908831,Arch
10,22,18,4,0,0,0,2,31,161,3,9,2.945461844,2240,759,27,180,180,0,14515,14474,41,63,63,0,0,97.74382408,Arch
14,1368,906,462,3,0,3,2,62,132,3,8,3.325221691,2993,164,1,230,220,10,20369,19444,925,126,120,6,1,96.40328519,Arch
11,26,360,334,0,4,4,2,53,182,1,5,3.051353086,2268,44,6,101,127,26,11073,12415,1342,45,63,18,1,94.23171734,Arch
11,30,22,8,0,0,0,2,26,150,1,6,3.144480768,1471,780,6,120,120,0,7927,7778,149,71,71,0,1,90.40776001,Arch
6,476,18,458,4,0,4,1,7,16,1,1,2.129714435,883,785,11,134,109,25,6709,3861,2848,39,30,9,1,94.82791405,Arch
18,1179,0,1179,18,0,18,1,1,0,1,2,4.022130603,0,792,14,57,0,57,5068,0,5068,45,0,45,1,97.84812746,Arch
10,1187,74,1113,4,0,4,4,16,77,2,3,2.614575422,1346,794,14,250,126,124,13444,7071,6373,117,62,55,1,92.42097701,Arch
7,618,2,616,5,0,5,6,32,42,2,7,2.087703267,838,54,4,208,165,43,8540,4550,3990,87,59,28,1,92.69521411,Arch
25,181,242,61,0,0,0,3,44,36,3,14,3.44093857,3442,800,11,343,349,6,18832,19395,563,158,158,0,1,93.23092945,Arch
22,2523,576,1947,9,0,9,1,16,79,1,4,3.826415663,3445,9,0,547,384,163,26265,18250,8015,214,139,75,1,97.39422431,Arch
64,1798,2679,881,18,28,46,6,56,258,3,23,5.329888098,6950,56,0,557,615,58,35840,38302,2462,261,300,39,1,96.27238039,Arch
34,1264,776,488,8,7,15,1,30,85,1,12,4.094214691,3138,59,3,336,305,31,19122,18262,860,225,196,29,1,89.12589499,Arch
111,536,346,190,0,0,0,2,58,194,4,61,5.936307559,24638,829,9,2742,2734,8,127343,127589,246,1242,1238,4,0,95.00765697,Arch
8,208,129,79,0,0,0,3,60,343,2,4,1.652676734,1861,166,0,127,119,8,11204,10468,736,72,69,3,1,94.57981881,Arch
45,2685,966,1719,24,1,25,1,31,57,3,21,4.301135855,3937,386,3,552,485,67,30808,24051,6757,227,203,24,1,93.29430548,Arch
27,52,2221,2169,0,13,13,3,22,727,2,7,4.120994075,4441,27,2,165,335,170,10810,21012,10202,90,166,76,1,94.69960278,Arch
131,743,590,153,0,1,1,2,90,196,4,75,6.106886538,27095,845,3,2988,2972,16,137002,137074,72,1314,1288,26,0,96.76299144,Arch
3,256,93,163,2,0,2,5,27,31,1,1,1.559220542,347,394,3,45,34,11,3180,2196,984,12,6,6,1,96.48046092,Arch
2,21,10,11,0,0,0,1,2,0,1,1,0.637387499,248,395,4,25,25,0,1664,1706,42,8,8,0,1,96.72811623,Arch
4,34,3,31,0,0,0,5,28,261,2,2,1.564990805,571,396,5,52,47,5,3178,2964,214,26,23,3,1,96.75054972,Arch
64,230,230,0,0,0,0,1,1,0,2,17,5.66239905,8773,400,9,845,845,0,40471,40029,442,399,399,0,1,93.17496229,Arch
167,8582,640,7942,61,0,61,2,91,137,4,86,6.201221739,21225,855,6,2740,2003,737,153904,119693,34211,1135,750,385,0,94.25974647,Arch
61,0,8080,8080,0,61,61,3,23,0,1,17,5.601415886,8080,410,19,0,801,801,0,35540,35540,0,385,385,1,96.7468528,Arch
2,0,231,231,0,2,2,2,13,330,1,2,0.863120569,231,858,6,0,37,37,0,1118,1118,0,7,7,0,97.95503468,Arch
5,464,124,340,4,0,4,5,30,5,1,1,2.185647041,266,429,37,37,20,17,3487,1516,1971,11,4,7,1,95.25024969,Arch
35,480,2691,2211,1,20,21,2,64,125,1,17,4.735988655,4750,67,4,206,421,215,15104,27293,12189,105,256,151,1,89.47685813,Arch
7,215,89,126,3,0,3,2,31,172,2,3,2.611377047,517,867,5,57,52,5,3431,3048,383,29,25,4,1,94.26343154,Arch
24,3069,71,2998,16,0,16,5,45,97,3,11,3.753977703,2128,57,0,699,335,364,31785,12137,19648,284,139,145,1,93.61934691,Arch
110,824,696,128,0,1,1,2,86,80,4,61,5.929497767,18445,877,10,1811,1789,22,105191,106758,1567,749,717,32,1,93.86116601,Arch
17,1086,83,1003,8,0,8,5,18,161,2,8,3.562910835,2218,449,14,232,149,83,15298,9699,5599,114,72,42,1,97.36490102,Arch
1,78,0,78,1,0,1,1,1,0,1,1,0.0,0,33,3,5,0,5,353,0,353,1,0,1,1,96.41729581,Arch
26,2983,399,2584,11,2,13,3,23,382,1,4,4.149191358,2214,113,0,513,240,273,29769,13151,16618,148,81,67,4,90.58473736,Arch
5,253,253,0,1,0,1,3,10,84,1,2,1.833344237,654,180,1,60,52,8,4464,4102,362,34,31,3,1,95.64761405,Arch
7,161,4,157,1,0,1,1,12,506,1,1,2.382494496,509,182,3,49,34,15,2754,2102,652,32,17,15,1,96.86956522,Arch
20,1600,1009,591,3,2,5,2,28,132,1,4,3.750535719,4674,17,0,413,387,26,25740,23591,2149,162,150,12,1,91.04764961,Arch
41,87,56,31,0,0,0,3,70,105,3,16,5.113807131,7475,188,8,721,721,0,46232,45749,483,341,341,0,0,97.7539487,Arch
6,21,33,12,0,0,0,2,28,232,1,3,2.128025351,1939,2,2,232,231,1,10938,11080,142,79,79,0,0,90.97288676,Arch
18,287,242,45,1,0,1,2,23,50,2,6,3.879242604,2330,190,2,199,197,2,13110,12956,154,128,129,1,1,93.95235186,Arch
16,175,549,374,0,2,2,4,96,39,2,10,3.298051688,5396,5,3,360,408,48,32176,34130,1954,175,190,15,2,92.82201045,Arch
6,30,293,263,0,1,1,4,73,39,2,5,1.905885337,2502,12,4,144,171,27,14572,16402,1830,68,74,6,1,96.63624978,Arch
14,68,1839,1771,0,7,7,10,99,139,1,4,3.357130473,3165,13,5,89,288,199,7327,18597,11270,31,92,61,2,96.42021946,Arch
59,0,6466,6466,0,56,56,5,37,989,2,7,5.675601574,6463,78,5,0,462,462,0,34895,34895,0,164,164,1,88.91529452,Arch
65,13,6886,6873,0,64,64,3,32,1155,2,12,5.776020074,7033,80,6,20,564,544,727,32569,31842,10,298,288,1,97.61059089,Arch
3,4,6,2,0,0,0,1,2,0,1,1,1.485475297,385,116,2,29,29,0,2337,2357,20,9,9,0,1,89.89735278,Arch
50,6908,6682,226,19,19,38,3,26,1571,1,13,4.581455926,12384,185,3,1522,1387,135,47657,39501,8156,538,560,22,1,89.44642279,Arch
2,11,8,3,0,0,0,1,42,0,2,2,0.74248757,290,131,24,17,17,0,1718,1722,4,6,6,0,0,92.78618371,Arch
1,2,1,1,0,0,0,1,3,0,1,1,0.0,63,132,25,3,3,0,335,320,15,1,1,0,0,94.17650919,Arch
28,2454,613,1841,6,0,6,7,45,559,2,4,3.531967282,7397,5,5,1271,1024,247,45683,35253,10430,716,563,153,1,95.99228143,Arch
9,367,269,98,0,0,0,4,24,532,1,4,2.414614675,1473,486,16,123,111,12,8686,7854,832,35,32,3,1,96.01139601,Arch
4,422,156,266,2,0,2,1,39,30,1,4,1.963280049,580,160,1,59,35,24,5174,3104,2070,20,15,5,1,95.59899117,Arch
6,86,175,89,0,1,1,6,31,257,2,5,1.313829684,2256,22,1,240,246,6,11836,12157,321,62,65,3,1,97.56559031,Arch
219,189,23968,23779,1,173,174,3,82,225,4,67,7.113177352,32624,170,1,669,2873,2204,51968,184467,132499,328,1218,890,1,86.2266038,Arch
10,170,91,79,0,0,0,3,76,422,1,7,2.540499212,2184,172,3,183,177,6,15258,14480,778,75,73,2,1,94.95679497,Arch
1,38,0,38,1,0,1,1,1,0,1,1,0.0,0,173,4,1,0,1,146,0,146,1,0,1,1,96.24810893,Arch
51,7496,0,7496,51,0,51,5,40,510,2,9,5.231161303,0,143,25,782,0,782,42965,0,42965,254,0,254,1,96.23141469,Arch
53,7558,13,7545,51,0,51,5,91,533,2,11,5.269263013,926,149,31,909,123,786,47656,4486,43170,303,47,256,0,96.23141469,Arch
4,41,51,10,0,0,0,10,36,1559,1,1,1.206041569,432,7,3,41,41,0,1558,1559,1,21,21,0,0,97.37685806,Arch
5,179,297,118,0,0,0,7,34,869,1,3,1.870259839,1283,207,12,119,122,3,7088,7569,481,73,77,4,1,97.41070036,Arch
800,0,0,0,0,0,0,1,1,0,1,164,0.0,109070,10,0,10605,10605,0,548472,548472,0,5115,5115,0,1,48.49509094,Arch
14,173,206,33,0,2,2,2,2,0,1,5,3.33040107,1280,213,15,106,102,4,7441,7528,87,58,59,1,1,94.32589719,Arch
46,0,7121,7121,0,46,46,2,2,0,1,8,5.08550644,7121,221,19,0,755,755,0,40858,40858,0,245,245,1,94.34087883,Arch
6,87,30,57,1,0,1,1,2,70,1,5,2.352694817,1453,228,6,124,118,6,7884,7596,288,42,39,3,1,95.80088046,Arch
6,33,122,89,0,0,0,2,37,61,2,3,1.994529249,1445,4,4,120,128,8,8790,9402,612,77,84,7,0,95.04106128,Arch
12,127,48,79,0,0,0,2,21,417,3,11,2.200233424,5007,233,5,676,642,34,23429,22747,682,295,294,1,1,96.89765149,Arch
771,62,62,0,0,0,0,1,31,0,4,162,2.982677092,106733,28,0,10283,10231,52,531081,527837,3244,5023,5000,23,1,51.90327613,Arch
198,37106,0,37106,176,0,176,1,10,127,3,28,6.699384917,2404,39,0,4036,213,3823,162664,10477,152187,1862,56,1806,0,87.48508353,Arch
774,2559,0,2559,25,0,25,1,1,0,2,162,4.331233877,100347,40,1,9892,9613,279,510866,499990,10876,4939,4781,158,0,55.35413153,Arch
975,0,40123,40123,0,204,204,1,9,63,7,189,6.920010064,142874,39,0,9826,13950,4124,510467,676892,166425,4837,6816,1979,0,44.0397351,Arch
975,39934,0,39934,203,0,203,1,10,24,4,191,6.909365118,102940,68,4,13950,9826,4124,676892,510467,166425,6816,4837,1979,2,44.0397351,Arch
975,0,40123,40123,0,204,204,1,9,63,7,189,6.920010064,142874,45,0,9826,13950,4124,510467,676892,166425,4837,6816,1979,0,44.0397351,Arch
1062,39934,0,39934,203,0,203,1,10,22,4,214,6.909365118,112888,70,3,14846,10722,4124,731347,564922,166425,7237,5258,1979,1,38.87399464,Arch
383,0,50142,50142,0,236,236,4,51,3007,3,84,7.199103194,72446,72,5,2035,7709,5674,121514,367794,246280,932,3499,2567,2,76.10429448,Arch
857,0,0,0,0,0,0,1,1,0,1,183,0.0,112475,73,6,10784,10784,0,563982,563982,0,5356,5356,0,0,46.14745932,Arch
176,7182,28402,21220,12,112,124,1,11,0,2,29,6.492137057,36406,74,7,1483,3560,2077,94359,140827,46468,731,1690,959,1,83.71246588,Arch
1242,29565,259,29306,117,1,118,1,64,313,9,253,6.261247392,155549,0,0,18431,14840,3591,932716,808740,123976,8757,7225,1532,0,24.45504087,Arch
1266,276,8,268,2,0,2,1,12,0,4,275,1.342269636,187150,75,0,18704,18431,273,943413,932716,10697,8910,8757,153,0,27.37608004,Arch
